PUBLISHED CARRIER,OPERATOR,ORIGIN,Continent,FLIGHT NUMBER,EQUIP TYPE,ARRIVAL TIME,DEST TERM,Inbound,Outbound
US Airways,US Airways,"Philadelphia, PA, US",North America,1112,E90,0940,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1406,319,2137,B ,124.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1419,320,0730,B ,,150.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1467,E90,0930,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1604,E90,1232,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1605,E90,1330,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1607,E90,1530,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1612,E90,0834,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1634,E90,1540,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1638,E90,1333,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1701,E90,0530,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1716,E90,1033,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1720,E90,1143,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1727,E90,1230,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1775,E90,1430,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1811,E90,0830,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1812,E90,0729,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1819,E90,1030,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1825,E90,1630,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1827,E90,1130,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1829,E90,1930,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1845,E90,1730,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,1876,E90,1751,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1878,E90,1637,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1886,E90,1958,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1888,319,2047,B ,124.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,1937,319,0700,B ,,124.0
US Airways,US Airways,"Philadelphia, PA, US",North America,728,E90,1830,B ,,99.0
US Airways,US Airways,"Philadelphia, PA, US",North America,729,E90,1842,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,880,E90,2358,B ,99.0,
US Airways,US Airways,"Philadelphia, PA, US",North America,970,E90,1431,B ,99.0,
US Airways,US Airways,"Phoenix, AZ, US",North America,220,320,1704,B ,150.0,
US Airways,US Airways,"Phoenix, AZ, US",North America,221,319,2016,B ,124.0,
US Airways,US Airways,"Phoenix, AZ, US",North America,224,319,2304,B ,124.0,
US Airways,US Airways,"Phoenix, AZ, US",North America,225,320,1630,B ,,150.0
US Airways,US Airways,"Phoenix, AZ, US",North America,267,319,1005,B ,,124.0
US Airways,US Airways,"Phoenix, AZ, US",North America,600,319,0615,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2020,319,0749,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2021,319,0600,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2022,319,0854,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2023,319,0700,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2024,319,1001,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2025,319,0800,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2026,319,1056,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2027,319,0900,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2028,319,1157,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2029,319,1000,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2030,319,1257,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2031,319,1100,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2032,319,1400,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2033,319,1200,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2034,319,1457,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2035,319,1300,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2036,319,1558,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2037,319,1400,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2038,319,1701,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2039,319,1500,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2040,319,1804,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2041,319,1600,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2042,319,1907,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2043,319,1700,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2044,319,2003,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2045,319,1800,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2046,319,2101,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2047,319,1900,B ,,124.0
US Airways,US Airways,"Washington-National, DC, US",North America,2048,319,2224,B ,124.0,
US Airways,US Airways,"Washington-National, DC, US",North America,2049,319,2000,B ,,124.0
Virgin America,Virgin America,"Los Angeles, CA, US",North America,360,320,1645,B ,149.0,
Virgin America,Virgin America,"Los Angeles, CA, US",North America,363,320,0700,B ,,149.0
Virgin America,Virgin America,"Los Angeles, CA, US",North America,365,320,1100,B ,,149.0
Virgin America,Virgin America,"Los Angeles, CA, US",North America,366,320,2345,B ,149.0,
Virgin America,Virgin America,"Los Angeles, CA, US",North America,367,320,1740,B ,,149.0
Virgin America,Virgin America,"Los Angeles, CA, US",North America,370,320,0545,B ,149.0,
Virgin America,Virgin America,"San Francisco, CA, US",North America,1354,320,2245,B ,149.0,
Virgin America,Virgin America,"San Francisco, CA, US",North America,1355,320,1010,B ,,149.0
Virgin America,Virgin America,"San Francisco, CA, US",North America,350,319,1530,B ,122.0,
Virgin America,Virgin America,"San Francisco, CA, US",North America,351,319,0835,B ,,122.0
Virgin America,Virgin America,"San Francisco, CA, US",North America,352,319,1825,B ,122.0,
Virgin America,Virgin America,"San Francisco, CA, US",North America,353,319,1625,B ,,122.0
Virgin America,Virgin America,"San Francisco, CA, US",North America,357,319,1925,B ,,122.0
Virgin America,Virgin America,"San Francisco, CA, US",North America,358,319,0720,B ,122.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,"London-Heathrow, EN, GB",Europe,11,346,1735,E ,308.0,
Virgin Atlantic Airways,Virgin Atlantic Airways,"London-Heathrow, EN, GB",Europe,12,346,1945,E ,,308.0
