PUBLISHED CARRIER,OPERATOR,ORIGIN,Continent,FLIGHT NUMBER,EQUIP TYPE,ARRIVAL TIME,DEST TERM,Inbound,Outbound
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1600,757,1009,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1601,757,1348,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1601,757,1445,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1700,757,1125,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1700,757,1215,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1701,320,0945,A ,,151.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,1901,320,0830,A ,,151.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2001,M90,1245,A ,150.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2001,M90,1330,A ,,150.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2100,757,1625,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2201,757,1715,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2288,757,1509,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2288,757,1600,A ,,183.0
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,2300,757,1928,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,412,757,0027,A ,183.0,
Delta Air Lines,Delta Air Lines,"Atlanta, GA, US",North America,900,320,2030,A ,151.0,
Delta Air Lines,Delta Air Lines,"Bermuda, BM",Caribbean,560,738,1328,A ,160.0,
Delta Air Lines,Delta Air Lines,"Bermuda, BM",Caribbean,561,738,0800,A ,,160.0
Delta Air Lines,Delta Air Lines,"Cincinnati, OH/Covington, KY, US",North America,825,738,1732,A ,,160.0
Delta Air Lines,Delta Air Lines,"Cincinnati, OH/Covington, KY, US",North America,898,M88,1807,A ,142.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,1422,M90,1550,A ,150.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,1622,319,1925,A ,122.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,1623,M90,1630,A ,,150.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,1723,M88,1445,A ,,142.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,1822,319,2350,A ,122.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,186,M88,1732,A ,142.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,187,M88,1235,A ,,142.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,188,M88,1155,A ,142.0,
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,189,M88,1850,A ,,142.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,2023,319,0910,A ,,122.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,2285,M88,0555,A ,,142.0
Delta Air Lines,Delta Air Lines,"Detroit, MI, US",North America,866,319,2127,A ,122.0,
Delta Air Lines,Delta Air Lines,"London-Heathrow, EN, GB",Europe,623,764,1220,E ,246.0,
Delta Air Lines,Delta Air Lines,"London-Heathrow, EN, GB",Europe,624,764,1840,A ,,246.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,349,M88,1812,A ,,142.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,808,M90,1046,A ,150.0,
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,809,320,0615,A ,,151.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,818,M88,1354,A ,142.0,
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,819,319,0820,A ,,122.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,829,M90,1126,A ,,150.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,848,738,1652,A ,160.0,
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,858,320,1914,A ,151.0,
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,859,320,1425,A ,,151.0
Delta Air Lines,Delta Air Lines,"Minneapolis/St. Paul, MN, US",North America,868,738,2314,A ,160.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1006,73H,1722,A ,160.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1023,319,1615,A ,,122.0
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1057,319,2035,A ,,122.0
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1202,319,1527,A ,122.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1478,319,0954,A ,122.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1717,73H,1818,A ,,160.0
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,1760,319,2018,A ,122.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,493,73H,0600,A ,,160.0
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,948,73H,2323,A ,160.0,
Delta Air Lines,Delta Air Lines,"New York-JFK, NY, US",North America,979,319,1200,A ,,122.0
Delta Air Lines,Delta Air Lines,"Orlando, FL, US",North America,1102,320,2232,A ,151.0,
Delta Air Lines,Delta Air Lines,"Orlando, FL, US",North America,1315,320,0700,A ,,151.0
Delta Air Lines,Delta Air Lines,"Orlando, FL, US",North America,1699,738,1420,A ,,160.0
Delta Air Lines,Delta Air Lines,"Orlando, FL, US",North America,814,320,1344,A ,151.0,
Delta Air Lines,Delta Air Lines,"Salt Lake City, UT, US",North America,1210,757,1625,A ,183.0,
Delta Air Lines,Delta Air Lines,"Salt Lake City, UT, US",North America,1215,757,1720,A ,,183.0
Delta Air Lines,ExpressJet Airlines,"Detroit, MI, US",North America,5158,CR7,0935,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Memphis, TN, US",North America,4873,CR7,1055,A ,,66.0
Delta Air Lines,ExpressJet Airlines,"Memphis, TN, US",North America,4874,CR7,2302,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5039,CR7,1155,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5039,CR7,1240,A ,,66.0
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5041,CR7,1716,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5041,CR7,1755,A ,,66.0
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5042,CR7,1016,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5045,CR7,2052,A ,66.0,
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5047,CR7,0700,A ,,66.0
Delta Air Lines,ExpressJet Airlines,"Raleigh/Durham, NC, US",North America,5252,CR7,1055,A ,,66.0
Delta Air Lines,Pinnacle Airlines,"Cincinnati, OH/Covington, KY, US",North America,3326,CR9,1311,A ,,76.0
Delta Air Lines,Pinnacle Airlines,"Columbus, OH, US",North America,3789,CRJ,1300,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Columbus, OH, US",North America,3842,CRJ,1227,A ,50.0,
Delta Air Lines,Pinnacle Airlines,"Kansas City, MO, US",North America,3293,CR9,1750,A ,76.0,
Delta Air Lines,Pinnacle Airlines,"Kansas City, MO, US",North America,3301,CR9,1105,A ,76.0,
Delta Air Lines,Pinnacle Airlines,"Kansas City, MO, US",North America,3302,CR9,1830,A ,,76.0
Delta Air Lines,Pinnacle Airlines,"Kansas City, MO, US",North America,3304,CR9,1140,A ,,76.0
Delta Air Lines,Pinnacle Airlines,"Memphis, TN, US",North America,3322,CR9,1234,A ,76.0,
Delta Air Lines,Pinnacle Airlines,"Norfolk, VA, US",North America,4143,CRJ,1638,A ,50.0,
Delta Air Lines,Pinnacle Airlines,"Norfolk, VA, US",North America,4227,CRJ,1405,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Norfolk, VA, US",North America,4301,CRJ,1830,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Norfolk, VA, US",North America,4334,CRJ,1213,A ,50.0,
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,3820,CRJ,1351,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,3820,CRJ,1754,A ,50.0,
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,4025,CRJ,1323,A ,50.0,
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,4249,CRJ,0855,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,4288,CRJ,1715,A ,,50.0
Delta Air Lines,Pinnacle Airlines,"Toronto, ON, CA",Canada,4296,CRJ,0826,A ,50.0,
Delta Air Lines,Shuttle America,"Columbus, OH, US",North America,5996,E70,1905,A ,,70.0
Delta Air Lines,Shuttle America,"Columbus, OH, US",North America,6006,E70,1834,A ,70.0,
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7307,E70,1909,A ,70.0,
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7307,E70,1940,A ,,70.0
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7320,E70,0855,A ,,70.0
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7323,E70,0818,A ,70.0,
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7324,E70,1325,A ,70.0,
Delta Air Lines,Shuttle America,"Indianapolis, IN, US",North America,7324,E70,1355,A ,,70.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5868,E75,0708,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5869,E75,0600,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5870,E75,0805,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5871,E75,0700,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5872,E75,0916,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5873,E75,0800,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5874,E75,1008,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5875,E75,0900,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5876,E75,1117,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5877,E75,1000,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5878,E75,1203,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5879,E75,1100,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5880,E75,1313,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5881,E75,1200,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5882,E75,1406,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5883,E75,1300,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5884,E75,1514,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5885,E75,1400,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5886,E75,1603,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5887,E75,1500,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5888,E75,1716,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5889,E75,1600,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5890,E75,1823,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5891,E75,1700,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5892,E75,1903,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5893,E75,1800,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5894,E75,2003,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5895,E75,1900,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5896,E75,2119,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5897,E75,2000,A ,,77.0
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5898,E75,2219,A ,77.0,
Delta Air Lines,Shuttle America,"New York-La Guardia, NY, US",North America,5899,E75,0630,A ,,77.0
Icelandair,Icelandair,"Reykjavik, IS",Europe,630,75W,2130,E ,,183.0
Icelandair,Icelandair,"Reykjavik, IS",Europe,631,75W,1835,E ,183.0,
Icelandair,Icelandair,"Reykjavik, IS",Europe,634,75W,1435,E ,,183.0
Icelandair,Icelandair,"Reykjavik, IS",Europe,635,75W,1205,E ,183.0,
Japan Airlines,Japan Airlines,"Tokyo-Narita, JP",Asia,7,788,1320,E ,,247.0
Japan Airlines,Japan Airlines,"Tokyo-Narita, JP",Asia,8,788,1130,E ,247.0,
JetBlue Airways,JetBlue Airways,"Aruba, AW",Caribbean,775,320,0855,C ,,150.0
JetBlue Airways,JetBlue Airways,"Aruba, AW",Caribbean,776,320,1935,C ,150.0,
JetBlue Airways,JetBlue Airways,"Austin, TX, US",North America,1263,E90,0715,C ,,100.0
JetBlue Airways,JetBlue Airways,"Austin, TX, US",North America,1264,E90,2256,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1319,E90,0721,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1320,E90,1201,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1321,E90,0620,C ,,100.0
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1322,E90,0954,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1325,E90,1410,C ,,100.0
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1326,E90,1748,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1327,E90,1745,C ,,100.0
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1328,E90,2118,C ,100.0,
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1329,E90,0830,C ,,100.0
JetBlue Airways,JetBlue Airways,"Baltimore, MD, US",North America,1331,E90,2055,C ,,100.0
JetBlue Airways,JetBlue Airways,"Bermuda, BM",Caribbean,1703,E90,0945,C ,,100.0
JetBlue Airways,JetBlue Airways,"Bermuda, BM",Caribbean,1704,E90,1501,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1210,E90,1429,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1211,E90,0759,C ,,100.0
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1212,E90,0951,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1213,E90,2045,C ,,100.0
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1214,E90,0743,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1215,E90,1320,C ,,100.0
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1216,E90,1646,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1217,E90,1105,C ,,100.0
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1218,E90,1822,C ,100.0,
JetBlue Airways,JetBlue Airways,"Buffalo, NY, US",North America,1219,E90,1830,C ,,100.0
JetBlue Airways,JetBlue Airways,"Charlotte-Douglas, NC, US",North America,1242,E90,1347,C ,100.0,
JetBlue Airways,JetBlue Airways,"Charlotte-Douglas, NC, US",North America,1243,E90,1500,C ,,100.0
JetBlue Airways,JetBlue Airways,"Charlotte-Douglas, NC, US",North America,1244,E90,2015,C ,100.0,
JetBlue Airways,JetBlue Airways,"Charlotte-Douglas, NC, US",North America,1247,E90,0840,C ,,100.0
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,921,E90,1305,C ,,100.0
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,922,320,1154,C ,150.0,
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,924,E90,1842,C ,100.0,
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,925,E90,1725,C ,,100.0
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,926,E90,2144,C ,100.0,
JetBlue Airways,JetBlue Airways,"Chicago-O'Hare, IL, US",North America,927,320,0740,C ,,150.0
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,252,E90,1145,C ,100.0,
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,253,320,0730,C ,,150.0
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,254,320,1556,C ,150.0,
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,255,E90,1430,C ,,100.0
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,256,E90,2259,C ,100.0,
JetBlue Airways,JetBlue Airways,"Dallas/Fort Worth, TX, US",North America,259,E90,1859,C ,,100.0
JetBlue Airways,JetBlue Airways,"Denver, CO, US",North America,489,320,2120,C ,,150.0
JetBlue Airways,JetBlue Airways,"Denver, CO, US",North America,490,320,0500,C ,150.0,
JetBlue Airways,JetBlue Airways,"Denver, CO, US",North America,493,320,0835,C ,,150.0
JetBlue Airways,JetBlue Airways,"Denver, CO, US",North America,494,320,1750,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,965,320,0650,C ,,150.0
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,966,320,1456,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,968,320,1107,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,969,320,1055,C ,,150.0
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,970,320,1639,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,971,320,1505,C ,,150.0
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,972,320,1822,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,973,320,1725,C ,,150.0
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,975,E90,2105,C ,,100.0
JetBlue Airways,JetBlue Airways,"Fort Lauderdale, FL, US",North America,976,E90,2245,C ,100.0,
JetBlue Airways,JetBlue Airways,"Fort Myers, FL, US",North America,434,E90,1611,C ,100.0,
JetBlue Airways,JetBlue Airways,"Fort Myers, FL, US",North America,461,E90,0700,C ,,100.0
JetBlue Airways,JetBlue Airways,"Fort Myers, FL, US",North America,462,320,2357,C ,150.0,
JetBlue Airways,JetBlue Airways,"Fort Myers, FL, US",North America,467,320,1645,C ,,150.0
JetBlue Airways,JetBlue Airways,"Jacksonville, FL, US",North America,1414,E90,0937,C ,100.0,
JetBlue Airways,JetBlue Airways,"Jacksonville, FL, US",North America,1415,E90,1945,C ,,100.0
JetBlue Airways,JetBlue Airways,"Jacksonville, FL, US",North America,1418,E90,1915,C ,100.0,
JetBlue Airways,JetBlue Airways,"Jacksonville, FL, US",North America,1419,E90,0700,C ,,100.0
JetBlue Airways,JetBlue Airways,"Las Vegas, NV, US",North America,777,320,2005,C ,,150.0
JetBlue Airways,JetBlue Airways,"Las Vegas, NV, US",North America,778,320,0723,C ,150.0,
JetBlue Airways,JetBlue Airways,"Las Vegas, NV, US",North America,781,320,0900,C ,,150.0
JetBlue Airways,JetBlue Airways,"Las Vegas, NV, US",North America,782,320,2039,C ,150.0,
JetBlue Airways,JetBlue Airways,"Long Beach, CA, US",North America,404,320,0528,C ,150.0,
JetBlue Airways,JetBlue Airways,"Long Beach, CA, US",North America,419,320,1702,C ,,150.0
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,480,320,0759,C ,150.0,
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,481,320,0800,C ,,150.0
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,485,320,1922,C ,,150.0
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,486,320,2259,C ,150.0,
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,487,320,1035,C ,,150.0
JetBlue Airways,JetBlue Airways,"Los Angeles, CA, US",North America,488,320,2028,C ,150.0,
JetBlue Airways,JetBlue Airways,"Nantucket, MA, US",North America,1550,E90,1650,C ,,100.0
JetBlue Airways,JetBlue Airways,"Nantucket, MA, US",North America,1551,E90,1918,C ,100.0,
JetBlue Airways,JetBlue Airways,"New Orleans, LA, US",North America,401,E90,1025,C ,,100.0
JetBlue Airways,JetBlue Airways,"New Orleans, LA, US",North America,402,E90,1755,C ,100.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1002,E90,0911,C ,100.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1004,320,1024,C ,150.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1005,320,0800,C ,,150.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1007,E90,1015,C ,,100.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1008,E90,1308,C ,100.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1011,E90,2010,C ,,100.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1012,320,1800,C ,150.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1015,E90,1545,C ,,100.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1016,E90,2159,C ,100.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1017,E90,1755,C ,,100.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,1018,E90,0006,C ,100.0,
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,809,320,1109,C ,,150.0
JetBlue Airways,JetBlue Airways,"New York-JFK, NY, US",North America,885,320,0600,C ,,150.0
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1172,E90,0944,C ,100.0,
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1173,E90,0615,C ,,100.0
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1174,E90,1236,C ,100.0,
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1175,E90,0930,C ,,100.0
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1176,E90,1849,C ,100.0,
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1177,E90,1515,C ,,100.0
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1178,E90,2153,C ,100.0,
JetBlue Airways,JetBlue Airways,"Newark, NJ, US",North America,1179,E90,1835,C ,,100.0
JetBlue Airways,JetBlue Airways,"Oakland, CA, US",North America,475,320,1942,C ,,150.0
JetBlue Airways,JetBlue Airways,"Oakland, CA, US",North America,476,320,0823,C ,150.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,940,320,1211,C ,150.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,945,E90,1425,C ,,100.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,947,320,0636,C ,,150.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,948,320,2349,C ,150.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,950,E90,0850,C ,100.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,951,320,1144,C ,,150.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,953,320,1300,C ,,150.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,954,320,1417,C ,150.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,955,320,0910,C ,,150.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,956,E90,1625,C ,100.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,957,E90,1859,C ,,100.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,958,320,2003,C ,150.0,
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,959,320,2055,C ,,150.0
JetBlue Airways,JetBlue Airways,"Orlando, FL, US",North America,960,320,1828,C ,150.0,
JetBlue Airways,JetBlue Airways,"Phoenix, AZ, US",North America,407,320,1830,C ,,150.0
JetBlue Airways,JetBlue Airways,"Phoenix, AZ, US",North America,408,320,0618,C ,150.0,
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1290,E90,1421,C ,100.0,
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1292,E90,0834,C ,100.0,
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1293,E90,1420,C ,,100.0
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1295,E90,1030,C ,,100.0
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1296,E90,1813,C ,100.0,
JetBlue Airways,JetBlue Airways,"Pittsburgh, PA, US",North America,1297,E90,0700,C ,,100.0
JetBlue Airways,JetBlue Airways,"Portland, OR, US",North America,95,320,1930,C ,,150.0
JetBlue Airways,JetBlue Airways,"Portland, OR, US",North America,96,320,0744,C ,150.0,
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1222,E90,1507,C ,100.0,
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1223,E90,0700,C ,,100.0
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1224,E90,0854,C ,100.0,
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1225,E90,1930,C ,,100.0
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1227,E90,1045,C ,,100.0
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1228,E90,2011,C ,100.0,
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1229,E90,1245,C ,,100.0
JetBlue Airways,JetBlue Airways,"Raleigh/Durham, NC, US",North America,1230,E90,1715,C ,100.0,
JetBlue Airways,JetBlue Airways,"Richmond, VA, US",North America,1280,E90,0753,C ,100.0,
JetBlue Airways,JetBlue Airways,"Richmond, VA, US",North America,1282,E90,1904,C ,100.0,
JetBlue Airways,JetBlue Airways,"Richmond, VA, US",North America,1287,E90,0915,C ,,100.0
JetBlue Airways,JetBlue Airways,"Richmond, VA, US",North America,1289,E90,1959,C ,,100.0
