,Carrier,Dep Arpt,Arr Arpt,Gate Time,Dir,Slack,Gate Dep Dly,Gate Arr Dly,Carrier Delay
8,UAL,DEN,LGA,10:32,Out,-23,0,17,0
8,UAL,DEN,MSY,10:32,Out,-22,0,38,0
8,UAL,DEN,ICT,10:33,Out,-21,13,15,13
8,UAL,EWR,DEN,10:33,In,-22,75,80,75
8,UAL,MSY,DEN,10:34,In,-23,0,9,0
8,UAL,DEN,BIS,10:35,Out,-22,28,24,0
8,UAL,DEN,DTW,10:36,Out,-21,54,48,0
8,UAL,DEN,MCI,10:38,Out,-20,3,5,0
8,UAL,DEN,DAL,10:39,Out,-19,0,0,0
8,UAL,DEN,MSP,10:39,Out,-18,1,0,0
8,UAL,PHL,DEN,10:39,In,-19,0,13,0
8,UAL,DEN,CID,10:40,Out,-18,15,7,0
8,UAL,DEN,OKC,10:41,Out,-17,6,13,0
8,UAL,DEN,SEA,10:41,Out,-16,144,129,7
8,UAL,LGA,DEN,10:42,In,-17,17,18,0
8,UAL,DEN,BHM,10:44,Out,-16,57,47,37
8,UAL,DEN,HDN,10:44,Out,-15,0,0,0
8,UAL,DEN,LAX,10:44,Out,-14,18,3,0
8,UAL,PDX,DEN,10:44,In,-15,3,0,0
8,UAL,DEN,HSV,10:45,Out,-14,48,34,34
8,UAL,DEN,IAD,10:48,Out,-13,21,42,15
8,UAL,MKE,DEN,10:52,In,-14,43,42,0
8,UAL,ICT,DEN,10:53,In,-15,11,8,0
8,UAL,GRR,DEN,10:54,In,-16,83,89,83
8,UAL,DEN,COS,10:56,Out,-15,5,0,0
8,UAL,SEA,DEN,10:56,In,-16,3,0,0
8,UAL,DEN,ORD,10:59,Out,-15,58,95,0
8,UAL,DEN,GTF,11:00,Out,-14,0,0,0
8,UAL,DEN,PHX,11:01,Out,-13,0,0,0
8,UAL,DEN,DCA,11:01,Out,-12,0,11,0
8,UAL,DSM,DEN,11:02,In,-13,20,22,5
8,UAL,ABQ,DEN,11:02,In,-14,8,2,0
8,UAL,DEN,RAP,11:04,Out,-13,14,4,0
8,UAL,DEN,SFO,11:06,Out,-12,54,37,23
8,UAL,DEN,FAT,11:09,Out,-11,0,0,0
8,UAL,DEN,GCC,11:09,Out,-10,0,0,0
8,UAL,DEN,MFR,11:09,Out,-9,0,0,0
8,UAL,DEN,CLE,11:09,Out,-8,71,57,14
8,UAL,DEN,EGE,11:10,Out,-7,0,0,0
8,UAL,DEN,BUR,11:11,Out,-6,0,0,0
8,UAL,DEN,CPR,11:11,Out,-5,0,0,0
8,UAL,DEN,MSO,11:11,Out,-4,26,30,14
8,UAL,GUC,DEN,11:15,In,-5,0,0,0
8,UAL,DEN,SEA,11:15,Out,-4,0,0,0
8,UAL,DEN,PDX,11:16,Out,-3,1,5,0
8,UAL,DEN,SJC,11:17,Out,-2,5,0,0
8,UAL,IDA,DEN,11:19,In,-3,0,0,0
8,UAL,JAC,DEN,11:19,In,-4,0,0,0
8,UAL,DEN,BIL,11:19,Out,-3,8,8,0
8,UAL,DEN,IAD,11:19,Out,-2,2,28,0
8,UAL,DEN,IAH,11:20,Out,-1,0,0,0
8,UAL,ORD,DEN,11:20,In,-2,32,49,0
8,UAL,DEN,AMA,11:23,Out,-1,86,79,0
8,UAL,DEN,JAC,11:23,Out,0,3,9,0
8,UAL,DEN,LBB,11:26,Out,1,0,0,0
8,UAL,COS,DEN,11:28,In,0,0,0,0
8,UAL,DEN,BOI,11:29,Out,1,4,4,0
8,UAL,BOI,DEN,11:32,In,0,1,0,0
8,UAL,BZN,DEN,11:32,In,-1,0,0,0
8,UAL,DEN,FCA,11:32,Out,0,19,11,0
8,UAL,DEN,MTJ,11:33,Out,1,22,14,0
8,UAL,LAX,DEN,11:35,In,0,0,0,0
8,UAL,BIS,DEN,11:38,In,-1,0,0,0
8,UAL,DEN,GEG,11:38,Out,0,16,17,16
8,UAL,DEN,SFO,11:38,Out,1,18,3,0
8,UAL,OKC,DEN,11:39,In,0,21,26,5
8,UAL,DEN,SAN,11:41,Out,1,21,22,9
8,UAL,DEN,TUS,11:42,Out,2,4,0,0
8,UAL,RKS,DEN,11:44,In,1,0,0,0
8,UAL,LGA,DEN,11:45,In,0,2,0,0
8,UAL,EWR,DEN,11:47,In,-1,27,34,27
8,UAL,DEN,ICT,11:49,Out,0,23,19,0
8,UAL,MCI,DEN,11:50,In,-1,0,0,0
8,UAL,ORD,DEN,11:52,In,-2,24,12,0
8,UAL,DEN,ORD,11:53,Out,-1,50,50,0
8,UAL,BIL,DEN,11:55,In,-2,0,0,0
8,UAL,DEN,LAX,11:55,Out,-1,5,0,0
8,UAL,IAH,DEN,12:01,In,-2,0,0,0
8,UAL,ASE,DEN,12:01,In,-3,0,0,0
8,UAL,DEN,RNO,12:02,Out,-2,3,0,0
8,UAL,DEN,SMF,12:03,Out,-1,8,0,0
8,UAL,DEN,RAP,12:06,Out,0,0,9,0
8,UAL,DEN,IDA,12:06,Out,1,2,0,0
8,UAL,DEN,ASE,12:08,Out,2,19,13,0
8,UAL,DEN,PSP,12:08,Out,3,34,25,25
8,UAL,DEN,ONT,12:10,Out,4,0,0,0
8,UAL,DEN,ABQ,12:13,Out,5,3,0,0
8,UAL,FAT,DEN,12:15,In,4,84,77,77
8,UAL,TUL,DEN,12:17,In,3,59,58,5
8,UAL,MSP,DEN,12:18,In,2,19,36,0
8,UAL,DEN,BZN,12:22,Out,3,62,60,0
8,UAL,SFO,DEN,12:22,In,2,17,19,17
8,UAL,MSO,DEN,12:24,In,1,13,9,0
8,UAL,RAP,DEN,12:27,In,0,5,0,0
8,UAL,GJT,DEN,12:30,In,-1,0,0,0
8,UAL,COS,DEN,12:31,In,-2,0,0,0
8,UAL,SAT,DEN,12:33,In,-3,0,0,0
8,UAL,DRO,DEN,12:39,In,-4,0,0,0
8,UAL,DFW,DEN,12:39,In,-5,11,14,0
8,UAL,HDN,DEN,12:42,In,-6,0,0,0
8,UAL,DEN,ASE,12:43,Out,-5,0,0,0
8,UAL,DEN,STL,12:46,Out,-4,5,14,0
8,UAL,DEN,RKS,12:46,Out,-3,0,0,0
8,UAL,LNK,DEN,12:46,In,-4,0,0,0
8,UAL,MCO,DEN,12:48,In,-5,10,9,0
8,UAL,DEN,COS,12:49,Out,-4,4,0,0
8,UAL,DEN,ATL,12:50,Out,-3,0,0,0
8,UAL,DEN,EWR,12:51,Out,-2,16,1,0
8,UAL,DEN,MOT,12:52,Out,-1,172,172,172
8,UAL,DEN,MSN,12:53,Out,0,0,0,0
8,UAL,DEN,COS,12:53,Out,1,12,10,0
8,UAL,FAT,DEN,12:53,In,0,0,0,0
8,UAL,DEN,MCO,12:53,Out,1,0,0,0
8,UAL,DEN,MSY,12:53,Out,2,0,0,0
8,UAL,BOS,DEN,12:56,In,1,0,19,0
8,UAL,STL,DEN,12:57,In,0,0,0,0
8,UAL,DEN,DSM,13:02,Out,1,0,0,0
8,UAL,DEN,EUG,13:02,Out,2,0,0,0
8,UAL,DEN,SNA,13:02,Out,3,11,9,0
8,UAL,DEN,GUC,13:05,Out,4,24,15,15
8,UAL,DEN,MSP,13:05,Out,5,5,0,0
8,UAL,DEN,BFL,13:06,Out,6,2,0,0
8,UAL,DEN,SBA,13:06,Out,7,71,58,58
8,UAL,DEN,IAH,13:07,Out,8,0,0,0
8,UAL,DEN,BIL,13:11,Out,9,0,0,0
8,UAL,ABQ,DEN,13:11,In,8,0,0,0
8,UAL,EGE,DEN,13:12,In,7,0,0,0
8,UAL,PSC,DEN,13:14,In,6,0,0,0
8,UAL,DEN,ORD,13:17,Out,7,38,29,0
8,UAL,IAH,DEN,13:18,In,6,0,0,0
8,UAL,EUG,DEN,13:27,In,5,0,0,0
8,UAL,SBA,DEN,13:27,In,4,0,0,0
8,UAL,MFR,DEN,13:30,In,3,0,0,0
8,UAL,DEN,BDN,13:31,Out,4,0,0,0
8,UAL,DEN,CLE,13:31,Out,5,0,0,0
8,UAL,ELP,DEN,13:33,In,4,0,0,0
8,UAL,CPR,DEN,13:35,In,3,0,0,0
8,UAL,MTJ,DEN,13:37,In,2,17,9,0
8,UAL,OMA,DEN,13:39,In,1,79,74,0
8,UAL,FSD,DEN,13:39,In,0,4,0,0
8,UAL,LAS,DEN,13:41,In,-1,1,0,0
8,UAL,DEN,OKC,13:44,Out,0,0,0,0
8,UAL,DEN,SAT,13:45,Out,1,0,0,0
8,UAL,DEN,BOS,13:45,Out,2,43,23,0
8,UAL,EWR,DEN,13:46,In,1,1,1,0
8,UAL,MAF,DEN,13:49,In,0,0,0,0
8,UAL,DEN,EWR,13:49,Out,1,20,0,0
8,UAL,ASE,DEN,13:52,In,0,0,0,0
8,UAL,DEN,COS,13:52,Out,1,0,5,0
8,UAL,BIS,DEN,13:55,In,0,22,13,0
8,UAL,COS,DEN,13:56,In,-1,0,0,0
8,UAL,OKC,DEN,13:57,In,-2,38,36,3
8,UAL,DEN,OMA,13:57,Out,-1,3,0,0
8,UAL,AUS,DEN,13:59,In,-2,80,84,0
8,UAL,ICT,DEN,14:01,In,-3,13,5,0
8,UAL,AMA,DEN,14:03,In,-4,73,75,0
8,UAL,DEN,ASE,14:04,Out,-3,0,0,0
8,UAL,SGF,DEN,14:05,In,-4,5,5,0
8,UAL,DEN,RAP,14:06,Out,-3,0,0,0
8,UAL,IAD,DEN,14:06,In,-4,0,0,0
8,UAL,FAR,DEN,14:07,In,-5,9,12,0
8,UAL,DEN,FCA,14:07,Out,-4,0,0,0
8,UAL,DEN,PSC,14:09,Out,-3,6,0,0
8,UAL,DSM,DEN,14:10,In,-4,10,4,0
8,UAL,DEN,FAR,14:11,Out,-3,52,47,38
8,UAL,DEN,ORD,14:15,Out,-2,43,48,7
8,UAL,OKC,DEN,14:16,In,-3,9,9,0
8,UAL,DEN,HLN,14:18,Out,-2,6,2,0
8,UAL,DEN,GJT,14:20,Out,-1,8,0,0
8,UAL,SNA,DEN,14:21,In,-2,6,0,0
8,UAL,DEN,AUS,14:22,Out,-1,43,32,0
8,UAL,DEN,ICT,14:22,Out,0,0,0,0
8,UAL,XNA,DEN,14:25,In,-1,0,0,0
8,UAL,DEN,ELP,14:27,Out,0,0,0,0
8,UAL,SMF,DEN,14:28,In,-1,0,0,0
8,UAL,DEN,MSO,14:29,Out,0,0,13,0
8,UAL,MLI,DEN,14:29,In,-1,0,0,0
8,UAL,DEN,CID,14:32,Out,0,41,25,0
8,UAL,ASE,DEN,14:35,In,-1,0,0,0
8,UAL,DEN,SFO,14:36,Out,0,0,9,0
8,UAL,DEN,MCI,14:37,Out,1,79,71,0
8,UAL,DEN,MOT,14:37,Out,2,12,2,0
8,UAL,LBB,DEN,14:37,In,1,0,0,0
8,UAL,DEN,LGA,14:40,Out,2,8,0,0
8,UAL,SEA,DEN,14:40,In,1,25,18,18
8,UAL,CID,DEN,14:42,In,0,4,0,0
8,UAL,MCI,DEN,14:42,In,-1,7,13,0
8,UAL,IAH,DEN,14:42,In,-2,2,14,0
8,UAL,PIA,DEN,14:44,In,-3,0,0,0
8,UAL,SJC,DEN,14:45,In,-4,25,20,0
8,UAL,DEN,IAH,14:45,Out,-3,5,0,0
8,UAL,BWI,DEN,14:46,In,-4,3,21,0
8,UAL,BIL,DEN,14:47,In,-5,0,0,0
8,UAL,DEN,DFW,14:48,Out,-4,98,82,0
8,UAL,DEN,PIT,14:49,Out,-3,19,10,0
8,UAL,EWR,DEN,14:51,In,-4,6,6,0
8,UAL,DEN,BZN,14:52,Out,-3,0,0,0
8,UAL,SAT,DEN,14:53,In,-4,0,0,0
8,UAL,COS,DEN,14:53,In,-5,24,23,0
8,UAL,DEN,IAD,14:53,Out,-4,12,0,0
8,UAL,MCI,DEN,14:54,In,-5,7,0,0
8,UAL,DEN,FSD,14:55,Out,-4,25,20,8
8,UAL,JAC,DEN,14:55,In,-5,2,0,0
8,UAL,DEN,LAX,14:58,Out,-4,18,25,8
8,UAL,ICT,DEN,15:00,In,-5,23,25,0
8,UAL,DEN,HDN,15:01,Out,-4,1,2,0
8,UAL,SLC,DEN,15:03,In,-5,0,0,0
8,UAL,DEN,MTJ,15:04,Out,-4,0,0,0
8,UAL,DEN,IDA,15:05,Out,-3,0,0,0
8,UAL,ABQ,DEN,15:06,In,-4,0,0,0
8,UAL,DEN,BIS,15:06,Out,-3,30,30,30
8,UAL,GTF,DEN,15:06,In,-4,1,0,0
8,UAL,GCC,DEN,15:09,In,-5,14,18,0
8,UAL,DEN,JAC,15:09,Out,-4,0,0,0
8,UAL,LAX,DEN,15:09,In,-5,13,21,13
8,UAL,SFO,DEN,15:09,In,-6,31,43,31
8,UAL,PHX,DEN,15:11,In,-7,0,0,0
8,UAL,PDX,DEN,15:12,In,-8,19,1,0
8,UAL,SAN,DEN,15:13,In,-9,19,15,0
8,UAL,GUC,DEN,15:18,In,-10,26,22,0
8,UAL,MEM,DEN,15:19,In,-11,0,0,0
8,UAL,DEN,LAX,15:23,Out,-10,0,0,0
8,UAL,ORD,DEN,15:23,In,-11,87,91,17
8,UAL,DEN,TUS,15:25,Out,-10,40,41,20
8,UAL,DEN,ABQ,15:29,Out,-9,8,10,0
8,UAL,DEN,EGE,15:29,Out,-8,3,0,0
8,UAL,MSO,DEN,15:29,In,-9,23,11,0
8,UAL,DEN,SLC,15:30,Out,-8,5,0,0
8,UAL,DEN,MSP,15:30,Out,-7,5,6,0
8,UAL,MSN,DEN,15:31,In,-8,50,46,0
8,UAL,DEN,SJC,15:31,Out,-7,6,1,0
8,UAL,DEN,BIL,15:32,Out,-6,7,2,0
8,UAL,DEN,GCC,15:33,Out,-5,0,1,0
8,UAL,DEN,LAS,15:34,Out,-4,17,8,0
8,UAL,COS,DEN,15:36,In,-5,0,0,0
8,UAL,DEN,DSM,15:36,Out,-4,0,12,0
8,UAL,DEN,SNA,15:38,Out,-3,0,0,0
8,UAL,IDA,DEN,15:40,In,-4,0,4,0
8,UAL,DEN,SMF,15:41,Out,-3,0,0,0
8,UAL,DEN,COS,15:42,Out,-2,2,1,0
8,UAL,RAP,DEN,15:44,In,-3,60,51,0
8,UAL,DEN,SEA,15:45,Out,-2,8,0,0
8,UAL,SFO,DEN,15:46,In,-3,23,27,0
8,UAL,DEN,MLI,15:47,Out,-2,12,0,0
8,UAL,DEN,ABQ,15:48,Out,-1,33,35,0
8,UAL,DEN,MCI,15:49,Out,0,1,0,0
8,UAL,DEN,PDX,15:49,Out,1,24,13,0
8,UAL,DEN,SLC,15:50,Out,2,0,0,0
8,UAL,DEN,SFO,15:50,Out,3,17,8,0
8,UAL,BOI,DEN,15:52,In,2,8,5,0
8,UAL,DEN,MSN,15:54,Out,3,1,0,0
8,UAL,DEN,EWR,15:55,Out,4,0,0,0
8,UAL,DEN,CPR,15:56,Out,5,13,12,0
8,UAL,ASE,DEN,15:58,In,4,0,0,0
8,UAL,DEN,BUR,15:59,Out,5,8,0,0
8,UAL,DEN,FSD,16:00,Out,6,2,4,0
8,UAL,DEN,ORD,16:00,Out,7,4,0,0
8,UAL,BZN,DEN,16:01,In,6,66,50,0
8,UAL,DEN,OKC,16:01,Out,7,5,0,0
8,UAL,MEM,DEN,16:02,In,6,51,61,0
8,UAL,IAH,DEN,16:02,In,5,34,16,9
8,UAL,DEN,COS,16:04,Out,6,9,5,0
8,UAL,DEN,BOS,16:04,Out,7,0,0,0
8,UAL,DEN,DFW,16:05,Out,8,6,2,0
8,UAL,LAX,DEN,16:06,In,7,12,6,0
8,UAL,SDF,DEN,16:08,In,6,0,7,0
8,UAL,DEN,IAD,16:08,Out,7,13,2,0
8,UAL,FAT,DEN,16:14,In,6,0,0,0
8,UAL,DEN,GTF,16:15,Out,7,7,1,0
8,UAL,FCA,DEN,16:19,In,6,19,20,8
8,UAL,RKS,DEN,16:21,In,5,0,0,0
8,UAL,DEN,FCA,16:23,Out,6,0,0,0
8,UAL,GJT,DEN,16:28,In,5,0,0,0
8,UAL,COS,DEN,16:28,In,4,0,0,0
8,UAL,BIL,DEN,16:30,In,3,0,0,0
8,UAL,DEN,MEM,16:30,Out,4,50,43,0
8,UAL,SAN,DEN,16:31,In,3,384,370,370
8,UAL,DEN,SFO,16:41,Out,4,0,0,0
8,UAL,SJC,DEN,16:43,In,3,0,0,0
8,UAL,RAP,DEN,16:45,In,2,0,0,0
8,UAL,DEN,MSO,16:46,Out,3,8,2,0
8,UAL,JAC,DEN,16:46,In,2,24,33,0
8,UAL,DEN,COD,16:47,Out,3,0,13,0
8,UAL,DEN,PHX,16:49,Out,4,58,49,42
8,UAL,BHM,DEN,16:51,In,3,63,53,6
8,UAL,GEG,DEN,16:54,In,2,10,15,7
8,UAL,DEN,BOI,16:55,Out,3,0,6,0
8,UAL,PSP,DEN,16:56,In,2,28,36,3
8,UAL,DEN,GJT,16:57,Out,3,18,36,18
8,UAL,DEN,ASE,16:58,Out,4,8,1,0
8,UAL,CMH,DEN,17:02,In,3,1,0,0
8,UAL,HDN,DEN,17:03,In,2,0,0,0
8,UAL,DEN,LGA,17:03,Out,3,8,0,0
8,UAL,MFR,DEN,17:06,In,2,0,10,0
8,UAL,DEN,IAH,17:07,Out,3,26,10,0
8,UAL,CVG,DEN,17:09,In,2,0,0,0
8,UAL,ASE,DEN,17:09,In,1,0,0,0
8,UAL,RNO,DEN,17:10,In,0,0,3,0
8,UAL,DEN,MOT,17:12,Out,1,1,0,0
8,UAL,DEN,TUL,17:16,Out,2,164,159,113
8,UAL,ORD,DEN,17:16,In,1,11,2,0
8,UAL,BNA,DEN,17:17,In,0,3,13,0
8,UAL,DEN,AUS,17:17,Out,1,0,0,0
8,UAL,DEN,BZN,17:17,Out,2,0,1,0
8,UAL,SLC,DEN,17:18,In,1,2,0,0
8,UAL,DEN,FAR,17:20,Out,2,30,22,0
8,UAL,MCO,DEN,17:22,In,1,1,12,0
8,UAL,MSY,DEN,17:26,In,0,45,44,13
8,UAL,MOT,DEN,17:27,In,-1,169,201,29
8,UAL,BZN,DEN,17:27,In,-2,150,136,0
8,UAL,DEN,SEA,17:27,Out,-1,3,0,0
8,UAL,SFO,DEN,17:28,In,-2,31,48,8
8,UAL,IAH,DEN,17:29,In,-3,21,15,15
8,UAL,SLC,DEN,17:32,In,-4,82,84,26
8,UAL,LIT,DEN,17:34,In,-5,110,113,5
8,UAL,COS,DEN,17:35,In,-6,0,7,0
8,UAL,DEN,TUL,17:36,Out,-5,19,0,0
8,UAL,DEN,BIS,17:38,Out,-4,9,4,0
8,UAL,EGE,DEN,17:38,In,-5,0,0,0
8,UAL,MSN,DEN,17:41,In,-6,0,0,0
8,UAL,OMA,DEN,17:41,In,-7,14,11,0
8,UAL,DEN,IND,17:42,Out,-6,0,0,0
8,UAL,OKC,DEN,17:42,In,-7,0,0,0
8,UAL,DEN,ORD,17:43,Out,-6,0,10,0
8,UAL,LGA,DEN,17:44,In,-7,13,6,0
8,UAL,DEN,ASE,17:45,Out,-6,0,0,0
8,UAL,DEN,CLE,17:45,Out,-5,26,7,0
8,UAL,ICT,DEN,17:46,In,-6,0,3,0
8,UAL,MTJ,DEN,17:46,In,-7,0,17,0
8,UAL,CLE,DEN,17:46,In,-8,0,0,0
8,UAL,ATL,DEN,17:48,In,-9,0,1,0
8,UAL,MSP,DEN,17:50,In,-10,4,0,0
8,UAL,ONT,DEN,17:51,In,-11,0,0,0
8,UAL,DEN,SLC,17:52,Out,-10,0,0,0
8,UAL,DAY,DEN,17:53,In,-11,0,0,0
8,UAL,DEN,SLC,17:55,Out,-10,0,0,0
8,UAL,DEN,BWI,17:55,Out,-9,0,0,0
8,UAL,EWR,DEN,17:57,In,-10,4,8,0
8,UAL,SFO,DEN,17:57,In,-11,8,16,8
8,UAL,COS,DEN,17:59,In,-12,0,0,0
8,UAL,DEN,LAX,17:59,Out,-11,0,0,0
8,UAL,ABQ,DEN,18:01,In,-12,33,44,16
8,UAL,DEN,DAL,18:01,Out,-11,76,93,0
8,UAL,DEN,BIL,18:04,Out,-10,23,22,9
8,UAL,ELP,DEN,18:04,In,-11,22,35,12
8,UAL,DEN,IAD,18:04,Out,-10,6,0,0
8,UAL,DEN,COS,18:07,Out,-9,2,0,0
8,UAL,BOS,DEN,18:07,In,-10,0,2,0
8,UAL,DEN,LGA,18:07,Out,-9,17,20,17
8,UAL,DEN,SFO,18:07,Out,-8,27,18,1
8,UAL,DEN,LIT,18:09,Out,-7,167,181,130
8,UAL,FAR,DEN,18:09,In,-8,41,43,0
8,UAL,DEN,GEG,18:09,Out,-7,10,12,0
8,UAL,HLN,DEN,18:09,In,-8,10,0,0
8,UAL,PIT,DEN,18:12,In,-9,21,18,0
8,UAL,DEN,OMA,18:13,Out,-8,141,135,0
8,UAL,DEN,PSC,18:15,Out,-7,2,0,0
8,UAL,DEN,RAP,18:16,Out,-6,125,115,2
8,UAL,BFL,DEN,18:17,In,-7,0,0,0
8,UAL,IDA,DEN,18:18,In,-8,0,0,0
8,UAL,MOT,DEN,18:19,In,-9,0,0,0
8,UAL,AUS,DEN,18:19,In,-10,85,89,0
8,UAL,BZN,DEN,18:24,In,-11,0,0,0
8,UAL,FSD,DEN,18:27,In,-12,25,24,4
8,UAL,BOI,DEN,18:28,In,-13,7,0,0
8,UAL,DEN,EWR,18:29,Out,-12,50,36,9
8,UAL,SLC,DEN,18:31,In,-13,0,0,0
8,UAL,SNA,DEN,18:31,In,-14,1,16,0
8,UAL,DEN,DRO,18:33,Out,-13,0,0,0
8,UAL,JAC,DEN,18:33,In,-14,0,0,0
8,UAL,DEN,CID,18:34,Out,-13,156,160,116
8,UAL,BIS,DEN,18:35,In,-14,30,23,0
8,UAL,DEN,RAP,18:37,Out,-13,38,42,7
8,UAL,BWI,DEN,18:39,In,-14,32,25,2
8,UAL,DEN,ASE,18:41,Out,-13,0,0,0
8,UAL,CPR,DEN,18:42,In,-14,30,28,0
8,UAL,DEN,MCI,18:44,Out,-13,43,42,0
8,UAL,DEN,SJC,18:45,Out,-12,5,0,0
8,UAL,MCI,DEN,18:45,In,-13,52,36,0
8,UAL,DEN,BOI,18:49,Out,-12,10,5,0
8,UAL,GRR,DEN,18:50,In,-13,44,51,13
8,UAL,TUS,DEN,18:50,In,-14,10,12,0
8,UAL,DEN,PDX,18:51,Out,-13,0,6,0
8,UAL,DEN,ATL,18:52,Out,-12,33,20,0
8,UAL,BIL,DEN,18:55,In,-13,0,0,0
8,UAL,ABQ,DEN,18:57,In,-14,24,37,0
8,UAL,DEN,SLC,18:57,Out,-13,0,0,0
8,UAL,DEN,PDX,18:57,Out,-12,4,0,0
8,UAL,ASE,DEN,18:58,In,-13,0,0,0
8,UAL,DEN,EUG,18:59,Out,-12,1,0,0
8,UAL,DEN,SAN,18:59,Out,-11,1,0,0
8,UAL,DEN,TVC,19:01,Out,-10,21,6,0
8,UAL,DEN,LNK,19:02,Out,-9,75,72,29
8,UAL,LAS,DEN,19:03,In,-10,1,12,0
8,UAL,DEN,SFO,19:04,Out,-9,6,0,0
8,UAL,DEN,STL,19:06,Out,-8,76,66,0
8,UAL,DEN,FSD,19:07,Out,-7,7,3,0
8,UAL,IAD,DEN,19:07,In,-8,59,79,57
8,UAL,DEN,ICT,19:08,Out,-7,75,71,48
8,UAL,DEN,CPR,19:09,Out,-6,25,21,21
8,UAL,CID,DEN,19:10,In,-7,54,52,27
8,UAL,DEN,BUR,19:10,Out,-6,0,0,0
8,UAL,SBA,DEN,19:10,In,-7,60,105,2
8,UAL,DFW,DEN,19:10,In,-8,70,70,19
8,UAL,DEN,BFL,19:11,Out,-7,20,13,0
8,UAL,DEN,SLC,19:13,Out,-6,0,0,0
8,UAL,DEN,LAS,19:13,Out,-5,3,0,0
8,UAL,EUG,DEN,19:14,In,-6,0,13,0
8,UAL,DEN,MRY,19:17,Out,-5,9,0,0
8,UAL,SLC,DEN,19:18,In,-6,1,36,1
8,UAL,DEN,FAT,19:18,Out,-5,20,8,0
8,UAL,PDX,DEN,19:18,In,-6,17,30,0
8,UAL,PHX,DEN,19:18,In,-7,0,33,0
8,UAL,DEN,ELP,19:19,Out,-6,98,87,36
8,UAL,PSC,DEN,19:19,In,-7,0,5,0
8,UAL,MSO,DEN,19:20,In,-8,15,14,0
8,UAL,FCA,DEN,19:22,In,-9,0,25,0
8,UAL,BDN,DEN,19:24,In,-10,14,24,14
8,UAL,DSM,DEN,19:24,In,-11,94,101,0
8,UAL,IAD,DEN,19:28,In,-12,32,27,10
8,UAL,DEN,FAI,19:30,Out,-11,0,0,0
8,UAL,ATL,DEN,19:31,In,-12,0,0,0
8,UAL,DEN,JAC,19:31,Out,-11,0,0,0
8,UAL,DCA,DEN,19:32,In,-12,18,24,12
8,UAL,ASE,DEN,19:34,In,-13,0,0,0
8,UAL,GJT,DEN,19:35,In,-14,27,32,0
8,UAL,DEN,PHX,19:35,Out,-13,20,13,0
8,UAL,OKC,DEN,19:36,In,-14,0,0,0
8,UAL,DEN,SMF,19:38,Out,-13,23,7,0
8,UAL,IAD,DEN,19:39,In,-14,154,170,22
8,UAL,DEN,SNA,19:40,Out,-13,37,24,24
8,UAL,DEN,HSV,19:41,Out,-12,1,0,0
8,UAL,DEN,CMH,19:41,Out,-11,6,0,0
8,UAL,DEN,FSD,19:42,Out,-10,0,0,0
8,UAL,DEN,TYS,19:43,Out,-9,0,23,0
8,UAL,BUR,DEN,19:43,In,-10,59,65,0
8,UAL,DEN,COD,19:43,Out,-9,23,17,0
8,UAL,ORD,DEN,19:43,In,-10,13,14,0
8,UAL,DEN,MSN,19:47,Out,-9,7,0,0
8,UAL,DEN,ABQ,19:48,Out,-8,4,7,0
8,UAL,DEN,GJT,19:49,Out,-7,4,7,0
8,UAL,SFO,DEN,19:49,In,-8,16,6,0
8,UAL,DEN,ICT,19:50,Out,-7,30,25,0
8,UAL,DEN,RNO,19:50,Out,-6,52,35,3
8,UAL,DEN,MCI,19:51,Out,-5,10,5,0
8,UAL,DEN,COS,19:55,Out,-4,20,19,0
8,UAL,DEN,TUS,19:55,Out,-3,47,45,31
8,UAL,DSM,DEN,19:57,In,-4,4,0,0
8,UAL,DEN,LAX,20:00,Out,-3,10,0,0
8,UAL,DEN,PIT,20:02,Out,-2,99,86,0
8,UAL,DEN,BWI,20:02,Out,-1,42,17,2
8,UAL,DEN,EWR,20:02,Out,0,21,6,0
8,UAL,DEN,ANC,20:03,Out,1,41,26,7
8,UAL,DEN,IAD,20:03,Out,2,17,4,0
8,UAL,SMF,DEN,20:03,In,1,193,195,7
8,UAL,STL,DEN,20:06,In,0,140,132,0
8,UAL,MSP,DEN,20:06,In,-1,0,0,0
8,UAL,DEN,DTW,20:08,Out,0,21,5,0
8,UAL,EWR,DEN,20:08,In,-1,12,17,12
8,UAL,MLI,DEN,20:10,In,-2,0,0,0
8,UAL,DEN,PIA,20:10,Out,-1,55,46,0
8,UAL,MKE,DEN,20:10,In,-2,10,7,0
8,UAL,LAX,DEN,20:12,In,-3,103,95,4
8,UAL,OMA,DEN,20:14,In,-4,29,17,0
8,UAL,DEN,MKE,20:14,Out,-3,27,21,16
8,UAL,DEN,CVG,20:15,Out,-2,34,27,0
8,UAL,LGA,DEN,20:16,In,-3,17,22,17
8,UAL,DEN,RAP,20:17,Out,-2,30,25,12
8,UAL,DEN,IAH,20:17,Out,-1,160,147,3
8,UAL,GTF,DEN,20:18,In,-2,10,0,0
8,UAL,DEN,OKC,20:21,Out,-1,7,0,0
8,UAL,COS,DEN,20:22,In,-2,16,9,0
8,UAL,LIT,DEN,20:22,In,-3,18,20,1
8,UAL,DEN,COS,20:22,Out,-2,0,0,0
8,UAL,GJT,DEN,20:23,In,-3,0,0,0
8,UAL,FSD,DEN,20:25,In,-4,23,14,0
8,UAL,SAN,DEN,20:25,In,-5,9,1,0
